0.00000000+0i
0.00018038+0i
0.00065213+0.00000913i
0.00136426+0.00003566i
0.00228116+0.00008694i
0.00337966+0.00016929i
0.00464599+0.00028790i
0.00607284+0.00044678i
0.00765639+0.00064867i
0.00939327+0.00089491i
0.01127833+0.00118547i
0.01330496+0.00151912i
0.01546622+0.00189374i
0.01775590+0.00230653i
0.02016931+0.00275435i
0.02270322+0.00323388i
0.02535549+0.00374189i
0.02812469+0.00427540i
0.03100980+0.00483192i
0.03401005+0.00540941i
0.03712479+0.00600630i
0.04035335+0.00662145i
0.04369494+0.00725408i
0.04714857+0.00790370i
0.05071305+0.00856988i
0.05438695+0.00925212i
0.05816856+0.00994969i
0.06205607+0.01066161i
0.06604767+0.01138655i
0.07014172+0.01212279i
0.07433692+0.01286824i
0.07863238+0.01362054i
0.08302771+0.01437717i
0.08752313+0.01513562i
0.09211950+0.01589356i
0.09681830+0.01664893i
0.10162144+0.01740015i
0.10653124+0.01814624i
0.11155025+0.01888699i
0.11668108+0.01962292i
0.12192621+0.02035528i
0.12728781+0.02108603i
0.13276751+0.02181778i
0.13836636+0.02255368i
0.14408472+0.02329716i
0.14992217+0.02405184i
0.15587751+0.02482130i
0.16194877+0.02560897i
0.16813336+0.02641794i
0.17442817+0.02725086i
0.18082965+0.02810980i
0.18733398+0.02899622i
0.19393723+0.02991101i
0.20063549+0.03085448i
0.20742504+0.03182640i
0.21430237+0.03282608i
0.22126430+0.03385250i
0.22830799+0.03490439i
0.23543100+0.03598035i
0.24263125+0.03707893i
0.24990698+0.03819867i
0.25725670+0.03933824i
0.26467913+0.04049643i
0.27217316+0.04167219i
0.27973779+0.04286462i
0.28737210+0.04407294i
0.29507514+0.04529649i
0.30284600+0.04653471i
0.31068374+0.04778711i
0.31858745+0.04905321i
0.32655620+0.05033254i
0.33458908+0.05162464i
0.34268522+0.05292904i
0.35084382+0.05424529i
0.35906412+0.05557295i
0.36734548+0.05691162i
0.37568727+0.05826095i
0.38408894+0.05962065i
0.39254997+0.06099056i
0.40106989+0.06237058i
0.40964818+0.06376071i
0.41828433+0.06516105i
0.42697776+0.06657177i
0.43572781+0.06799309i
0.44453380+0.06942530i
0.45339494+0.07086868i
0.46231040+0.07232351i
0.47127928+0.07379007i
0.48030064+0.07526862i
0.48937352+0.07675939i
0.49849695+0.07826260i
0.50766996+0.07977844i
0.51689157+0.08130713i
0.52616079+0.08284888i
0.53547662+0.08440396i
0.54483803+0.08597266i
0.55424394+0.08755530i
0.56369317+0.08915221i
0.57318447+0.09076374i
0.58271646+0.09239022i
0.59228767+0.09403193i
0.60189651+0.09568903i
0.61154127+0.09736155i
0.62122021+0.09904935i
0.63093152+0.10075212i
0.64067348+0.10246931i
0.65044440+0.10420013i
0.66024275+0.10594362i
0.67006720+0.10769861i
0.67991663+0.10946383i
0.68979024+0.11123791i
0.69968752+0.11301950i
0.70960822+0.11480726i
0.71955238+0.11660004i
0.72952026+0.11839685i
0.73951235+0.12019696i
0.74952919+0.12199993i
0.75957138+0.12380558i
0.76963947+0.12561406i
0.77973389+0.12742577i
0.78985490+0.12924132i
0.80000254+0.13106149i
0.81017656+0.13288713i
0.82037646+0.13471909i
0.83060150+0.13655818i
0.84085072+0.13840507i
0.85112299+0.14026022i
0.86141706+0.14212387i
0.87173168+0.14399604i
0.88206561+0.14587651i
0.89241775+0.14776485i
0.90278714+0.14966043i
0.91317299+0.15156255i
0.92357477+0.15347045i
0.93399213+0.15538339i
0.94442494+0.15730070i
0.95487323+0.15922185i
0.96533712+0.16114644i
0.97581676+0.16307432i
0.98631233+0.16500549i
0.99682393+0.16694010i
1.00735153+0.16887845i
1.01789496+0.17082092i
1.02845387+0.17276790i
1.03902775+0.17471977i
1.04961598+0.17667683i
1.06021779+0.17863920i
1.07083236+0.18060688i
1.08145886+0.18257966i
1.09209655+0.18455719i
1.10274478+0.18653895i
1.11340307+0.18852429i
1.12407111+0.19051251i
1.13474881+0.19250292i
1.14543628+0.19449490i
1.15613380+0.19648794i
1.16684181+0.19848167i
1.17756079+0.20047597i
1.18829124+0.20247092i
1.19903363+0.20446686i
1.20978830+0.20646427i
1.22055542+0.20846382i
1.23133494+0.21046628i
1.24212656+0.21247244i
1.25292976+0.21448308i
1.26374379+0.21649885i
1.27456771+0.21852022i
1.28540045+0.22054745i
1.29624085+0.22258057i
1.30708780+0.22461934i
1.31794026+0.22666324i
1.32879732+0.22871156i
1.33965826+0.23076340i
1.35052263+0.23281776i
1.36139022+0.23487359i
1.37226109+0.23692987i
1.38313552+0.23898566i
1.39401398+0.24104019i
1.40489708+0.24309285i
1.41578552+0.24514329i
1.42667999+0.24719134i
1.43758116+0.24923700i
1.44848956+0.25128048i
1.45940558+0.25332207i
1.47032947+0.25536215i
1.48126133+0.25740106i
1.49220106+0.25943908i
1.50314850+0.26147639i
1.51410337+0.26351305i
1.52506545+0.26554893i
1.53603453+0.26758376i
1.54701053+0.26961713i
1.55799349+0.27164855i
1.56898366+0.27367750i
1.57998150+0.27570350i
1.59098764+0.27772614i
1.60200287+0.27974519i
1.61302810+0.28176060i
1.62406426+0.28377262i
1.63511231+0.28578175i
1.64617306+0.28778874i
1.65724717+0.28979458i
1.66833503+0.29180044i
1.67943673+0.29380763i
1.69055207+0.29581751i
1.70168050+0.29783136i
1.71282115+0.29985033i
1.72397286+0.30187538i
1.73513426+0.30390718i
1.74630388+0.30594607i
1.75748017+0.30799205i
1.76866164+0.31004473i
1.77984690+0.31210342i
1.79103478+0.31416715i
1.80222443+0.31623471i
1.81341527+0.31830477i
1.82460706+0.32037592i
1.83579987+0.32244678i
1.84699411+0.32451610i
1.85819040+0.32658280i
1.86938961+0.32864599i
1.88059266+0.33070504i
1.89180056+0.33275959i
1.90301427+0.33480954i
1.91423469+0.33685496i
1.92546260+0.33889610i
1.93669858+0.34093331i
1.94794306+0.34296699i
1.95919629+0.34499755i
1.97045844+0.34702531i
1.98172953+0.34905050i
1.99300955+0.35107321i
2.00429849+0.35309343i
2.01559641+0.35511104i
2.02690347+0.35712582i
2.03821994+0.35913752i
2.04954627+0.36114589i
2.06088300+0.36315076i
2.07223086+0.36515210i
2.08359063+0.36715001i
2.09496315+0.36914481i
2.10634924+0.37113704i
2.11774963+0.37312748i
2.12916492+0.37511713i
2.14059550+0.37710714i
2.15204153+0.37909879i
2.16350287+0.38109345i
2.17497908+0.38309249i
2.18646943+0.38509719i
2.19797295+0.38710873i
2.20948839+0.38912806i
2.22101434+0.39115588i
2.23254924+0.39319264i
2.24409153+0.39523848i
2.25563961+0.39729325i
2.26719201+0.39935648i
2.27874736+0.40142750i
2.29030448+0.40350540i
2.30186244+0.40558912i
2.31342054+0.40767752i
2.32497832+0.40976937i
2.33653555+0.41186348i
2.34809225+0.41395869i
2.35964862+0.41605396i
2.37120502+0.41814834i
2.38276193+0.42024101i
2.39431991+0.42233132i
2.40587961+0.42441874i
2.41744166+0.42650288i
2.42900673+0.42858347i
2.44057546+0.43066032i
2.45214847+0.43273336i
2.46372635+0.43480257i
2.47530966+0.43686800i
2.48689895+0.43892974i
2.49849474+0.44098795i
2.51009751+0.44304282i
2.52170775+0.44509458i
2.53332590+0.44714354i
2.54495239+0.44919005i
2.55658761+0.45123452i
2.56823190+0.45327743i
2.57988552+0.45531931i
2.59154869+0.45736076i
2.60322153+0.45940240i
2.61490405+0.46144491i
2.62659617+0.46348895i
2.63829769+0.46553522i
2.65000832+0.46758438i
2.66172765+0.46963704i
2.67345520+0.47169378i
2.68519037+0.47375509i
2.69693253+0.47582141i
2.70868097+0.47789307i
2.72043496+0.47997032i
2.73219375+0.48205331i
2.74395657+0.48414211i
2.75572267+0.48623670i
2.76749131+0.48833698i
2.77926179+0.49044278i
2.79103344+0.49255385i
2.80280563+0.49466989i
2.81457779+0.49679053i
2.82634940+0.49891536i
2.83812000+0.50104393i
2.84988923+0.50317573i
2.86165676+0.50531023i
2.87342238+0.50744690i
2.88518595+0.50958518i
2.89694743+0.51172452i
2.90870687+0.51386440i
2.92046441+0.51600432i
2.93222026+0.51814386i
2.94397471+0.52028265i
2.95572811+0.52242040i
2.96748085+0.52455694i
2.97923334+0.52669217i
2.99098597+0.52882610i
3.00273911+0.53095885i
3.01449309+0.53309062i
3.02624817+0.53522166i
3.03800453+0.53735230i
3.04976225+0.53948290i
3.06152132+0.54161379i
3.07328165+0.54374533i
3.08504308+0.54587782i
3.09680538+0.54801150i
3.10856827+0.55014654i
3.12033144+0.55228304i
3.13209460+0.55442105i
3.14385749+0.55656051i
3.15561986+0.55870133i
3.16738153+0.56084338i
3.17914237+0.56298651i
3.19090231+0.56513057i
3.20266135+0.56727543i
3.21441951+0.56942100i
3.22617685+0.57156722i
3.23793343+0.57371412i
3.24968930+0.57586177i
3.26144448+0.57801026i
3.27319895+0.58015975i
3.28495262+0.58231041i
3.29670536+0.58446239i
3.30845695+0.58661584i
3.32020713+0.58877087i
3.33195562+0.59092750i
3.34370209+0.59308570i
3.35544621+0.59524537i
3.36718770+0.59740631i
3.37892631+0.59956827i
3.39066186+0.60173092i
3.40239425+0.60389392i
3.41412347+0.60605689i
3.42584960+0.60821947i
3.43757283+0.61038135i
3.44929339+0.61254225i
3.46101159+0.61470199i
3.47272776+0.61686046i
3.48444225+0.61901766i
3.49615541+0.62117367i
3.50786751+0.62332865i
3.51957878+0.62548283i
3.53128938+0.62763650i
3.54299937+0.62978997i
3.55470873+0.63194353i
3.56641738+0.63409747i
3.57812512+0.63625201i
3.58983174+0.63840732i
3.60153699+0.64056350i
3.61324059+0.64272057i
3.62494230+0.64487846i
3.63664190+0.64703704i
3.64833923+0.64919614i
3.66003419+0.65135553i
3.67172674+0.65351500i
3.68341694+0.65567430i
3.69510489+0.65783325i
3.70679075+0.65999168i
3.71847471+0.66214952i
3.73015701+0.66430671i
3.74183787+0.66646330i
3.75351748+0.66861938i
3.76519603+0.67077512i
3.77687362+0.67293071i
3.78855034+0.67508639i
3.80022619+0.67724239i
3.81190112+0.67939896i
3.82357502+0.68155631i
3.83524774+0.68371465i
3.84691909+0.68587411i
3.85858887+0.68803481i
3.87025685+0.69019681i
3.88192283+0.69236013i
3.89358661+0.69452474i
3.90524802+0.69669061i
3.91690692+0.69885766i
3.92856317+0.70102582i
3.94021670+0.70319502i
3.95186744+0.70536520i
3.96351534+0.70753632i
3.97516036+0.70970833i
3.98680245+0.71188123i
3.99844156+0.71405504i
4.01007764+0.71622976i
4.02171059+0.71840543i
4.03334033+0.72058208i
4.04496671+0.72275970i
4.05658959+0.72493832i
4.06820882+0.72711790i
4.07982422+0.72929838i
4.09143562+0.73147969i
4.10304284+0.73366169i
4.11464574+0.73584422i
4.12624416+0.73802709i
4.13783802+0.74021007i
4.14942721+0.74239290i
4.16101173+0.74457529i
4.17259157+0.74675695i
4.18416679+0.74893756i
4.19573751+0.75111681i
4.20730389+0.75329439i
4.21886616+0.75546999i
4.23042458+0.75764335i
4.24197948+0.75981422i
4.25353124+0.76198240i
4.26508027+0.76414774i
4.27662701+0.76631015i
4.28817194+0.76846960i
4.29971553+0.77062615i
4.31125826+0.77277993i
4.32280061+0.77493115i
4.33434298+0.77708008i
4.34588578+0.77922711i
4.35742930+0.78137265i
4.36897378+0.78351718i
4.38051938+0.78566123i
4.39206615+0.78780533i
4.40361404+0.78995003i
4.41516291+0.79209586i
4.42671253+0.79424332i
4.43826259+0.79639285i
4.44981269+0.79854482i
4.46136240+0.80069956i
4.47291125+0.80285727i
4.48445874+0.80501813i
4.49600439+0.80718218i
4.50754771+0.80934943i
4.51908826+0.81151982i
4.53062560+0.81369322i
4.54215935+0.81586948i
4.55368918+0.81804843i
4.56521476+0.82022985i
4.57673583+0.82241353i
4.58825211+0.82459925i
4.59976338+0.82678678i
4.61126938+0.82897587i
4.62276992+0.83116624i
4.63426475+0.83335761i
4.64575369+0.83554962i
4.65723655+0.83774189i
4.66871318+0.83993398i
4.68018350+0.84212538i
4.69164746+0.84431555i
4.70310512+0.84650387i
4.71455665+0.84868972i
4.72600233+0.85087246i
4.73744257+0.85305146i
4.74887790+0.85522611i
4.76030896+0.85739591i
4.77173653+0.85956044i
4.78316146+0.86171940i
4.79458467+0.86387263i
4.80600711+0.86602016i
4.81742969+0.86816216i
4.82885332+0.87029896i
4.84027880+0.87243108i
4.85170683+0.87455911i
4.86313796+0.87668378i
4.87457257+0.87880589i
4.88601088+0.88092626i
4.89745297+0.88304570i
4.90889871+0.88516497i
4.92034786+0.88728478i
4.93180006+0.88940571i
4.94325485+0.89152823i
4.95471174+0.89365270i
4.96617020+0.89577933i
4.97762972+0.89790820i
4.98908981+0.90003931i
5.00055006+0.90217257i
5.01201011+0.90430782i
5.02346968+0.90644486i
5.03492854+0.90858348i
5.04638654+0.91072348i
5.05784356+0.91286467i
5.06929953+0.91500690i
5.08075439+0.91715001i
5.09220805+0.91929391i
5.10366042+0.92143848i
5.11511142+0.92358363i
5.12656090+0.92572923i
5.13800874+0.92787512i
5.14945479+0.93002107i
5.16089891+0.93216684i
5.17234102+0.93431210i
5.18378107+0.93645647i
5.19521910+0.93859953i
5.20665522+0.94074081i
5.21808966+0.94287988i
5.22952274+0.94501631i
5.24095490+0.94714971i
5.25238664+0.94927977i
5.26381855+0.95140630i
5.27525125+0.95352919i
5.28668539+0.95564848i
5.29812158+0.95776434i
5.30956040+0.95987704i
5.32100232+0.96198695i
5.33244774+0.96409453i
5.34389694+0.96620029i
5.35535006+0.96830476i
5.36680713+0.97040843i
5.37826806+0.97251178i
5.38973269+0.97461520i
5.40120076+0.97671901i
5.41267201+0.97882342i
5.42414615+0.98092855i
5.43562291+0.98303442i
5.44710205+0.98514100i
5.45858343+0.98724819i
5.47006695+0.98935588i
5.48155258+0.99146392i
5.49304036+0.99357225i
5.50453038+0.99568080i
5.51602276+0.99778960i
5.52751763+0.99989873i
5.53901506+1.00200834i
5.55051512+1.00411865i
5.56201778+1.00622992i
5.57352295+1.00834242i
5.58503043+1.01045642i
5.59653996+1.01257216i
5.60805118+1.01468979i
5.61956369+1.01680942i
5.63107707+1.01893102i
5.64259088+1.02105449i
5.65410473+1.02317957i
5.66561828+1.02530595i
5.67713127+1.02743324i
5.68864358+1.02956098i
5.70015518+1.03168870i
5.71166616+1.03381594i
5.72317672+1.03594227i
5.73468718+1.03806738i
5.74619789+1.04019100i
5.75770928+1.04231301i
5.76922176+1.04443338i
5.78073572+1.04655220i
5.79225149+1.04866964i
5.80376933+1.05078597i
5.81528941+1.05290149i
5.82681179+1.05501649i
5.83833643+1.05713127i
5.84986320+1.05924608i
5.86139193+1.06136110i
5.87292238+1.06347641i
5.88445434+1.06559200i
5.89598757+1.06770777i
5.90752193+1.06982355i
5.91905732+1.07193912i
5.93059378+1.07405419i
5.94213139+1.07616850i
5.95367036+1.07828183i
5.96521098+1.08039401i
5.97675359+1.08250495i
5.98829859+1.08461469i
5.99984635+1.08672336i
6.01139724+1.08883122i
6.02295153+1.09093864i
6.03450943+1.09304606i
6.04607103+1.09515400i
6.05763626+1.09726298i
6.06920495+1.09937352i
6.08077680+1.10148611i
6.09235140+1.10360115i
6.10392825+1.10571895i
6.11550679+1.10783968i
6.12708647+1.10996340i
6.13866671+1.11209007i
6.15024702+1.11421950i
6.16182696+1.11635142i
6.17340617+1.11848549i
6.18498443+1.12062134i
6.19656158+1.12275860i
6.20813759+1.12489690i
6.21971252+1.12703594i
6.23128645+1.12917546i
6.24285954+1.13131529i
6.25443192+1.13345536i
6.26600376+1.13559563i
6.27757513+1.13773615i
6.28914610+1.13987699i
6.30071664+1.14201826i
6.31228669+1.14416005i
6.32385610+1.14630243i
6.33542471+1.14844539i
6.34699233+1.15058888i
6.35855874+1.15273280i
6.37012379+1.15487694i
6.38168736+1.15702106i
6.39324937+1.15916485i
6.40480987+1.16130799i
6.41636894+1.16345014i
6.42792680+1.16559100i
6.43948372+1.16773032i
6.45104004+1.16986789i
6.46259615+1.17200360i
6.47415246+1.17413745i
6.48570936+1.17626952i
6.49726725+1.17839997i
6.50882643+1.18052905i
6.52038718+1.18265709i
6.53194965+1.18478444i
6.54351393+1.18691149i
6.55508003+1.18903861i
6.56664788+1.19116615i
6.57821731+1.19329444i
6.58978814+1.19542373i
6.60136014+1.19755425i
6.61293307+1.19968613i
6.62450669+1.20181949i
6.63608076+1.20395437i
6.64765508+1.20609080i
6.65922948+1.20822879i
6.67080379+1.21036835i
6.68237789+1.21250948i
6.69395166+1.21465220i
6.70552496+1.21679655i
6.71709767+1.21894261i
6.72866964+1.22109043i
6.74024067+1.22324008i
6.75181055+1.22539164i
6.76337902+1.22754514i
6.77494580+1.22970059i
6.78651060+1.23185794i
6.79807311+1.23401710i
6.80963302+1.23617791i
6.82119006+1.23834015i
6.83274399+1.24050354i
6.84429465+1.24266778i
6.85584192+1.24483251i
6.86738577+1.24699736i
6.87892623+1.24916199i
6.89046342+1.25132606i
6.90199750+1.25348926i
6.91352870+1.25565134i
6.92505729+1.25781212i
6.93658353+1.25997145i
6.94810772+1.26212928i
6.95963011+1.26428558i
6.97115098+1.26644038i
6.98267053+1.26859373i
6.99418895+1.27074573i
7.00570639+1.27289647i
7.01722300+1.27504603i
7.02873889+1.27719450i
7.04025415+1.27934196i
7.05176890+1.28148846i
7.06328325+1.28363407i
